62.889435,45.533991,24.247578,-5.149665,-32.530846,-43.180140,-39.762335,-20.310592,1.161425,19.503968,27.732118,20.646010
56.280587,43.221150,23.091090,-2.551443,-26.235072,-36.938816,-34.658849,-17.862770,-0.059493,16.087176,23.858765,19.082403
66.068707,50.774919,23.652859,-10.835081,-37.754370,-50.030972,-46.959838,-26.806148,-1.174816,21.733874,34.695233,31.559370
64.279814,43.402534,18.304924,-12.653984,-42.762313,-47.914062,-42.415328,-19.157946,6.811043,30.426239,39.894618,27.215990
56.480722,33.464430,17.748121,-8.261703,-31.155099,-34.976427,-35.747865,-15.395422,1.984463,20.175718,25.951978,14.249211
47.502087,30.217804,11.804167,-14.209399,-29.483890,-33.201770,-28.486489,-9.973880,7.748481,23.401188,28.611203,19.944332
43.099933,25.762456,10.410576,-5.924542,-26.335957,-31.434463,-23.742767,-11.871874,5.544043,22.086989,23.498835,15.974398
43.916453,28.658885,10.362977,-5.362181,-25.605734,-31.498223,-25.494306,-14.757001,6.146918,21.924909,23.972323,17.576227
49.539412,33.748387,12.215881,-9.309516,-26.327468,-35.414387,-31.277962,-16.268912,2.604750,18.811278,27.019922,23.714007
61.372315,43.885596,18.591216,-11.557124,-39.082579,-50.217167,-40.978350,-23.076792,3.946573,25.963650,37.770612,34.358599
70.830840,47.037619,21.983527,-5.496475,-42.901080,-52.789971,-48.638107,-31.990439,4.152694,21.905121,36.406883,40.903604
90.048673,66.884920,33.747422,-8.090454,-49.958610,-72.103070,-66.950923,-43.402433,-2.902573,25.029794,50.265475,54.464316
117.414071,89.913056,44.966200,-10.817052,-60.808115,-93.113217,-88.215146,-57.528158,-9.489738,28.577446,60.112910,65.648210
109.020586,75.877423,37.795534,-8.299556,-54.199939,-77.543914,-73.557393,-43.410871,-1.930188,25.190410,46.173284,52.840742
129.312884,83.794442,46.864533,-3.112559,-60.412495,-82.859604,-82.459101,-54.808549,-11.870171,15.029687,41.184735,52.281046
133.408332,88.633005,44.140310,-8.702855,-61.320257,-91.967707,-88.188926,-54.005979,-7.406910,19.910577,46.696419,55.583734
151.813742,90.688178,44.039077,-5.161228,-65.553807,-101.752869,-104.837023,-63.050952,-7.731785,20.287946,50.572290,71.868282
161.401309,86.384295,41.086308,0.489763,-63.364006,-100.475825,-101.577232,-53.673142,-1.067801,22.541642,54.346548,78.633194
164.184820,75.706407,42.905342,15.123200,-53.729887,-80.951528,-77.245081,-44.033121,7.891021,21.260867,43.479986,68.985889
165.783014,76.971913,41.438313,19.114544,-48.550040,-88.605780,-77.807412,-52.084086,-4.995750,6.825414,35.259730,61.633453
182.387809,88.776608,53.179880,23.296238,-45.524406,-89.520700,-91.872835,-54.627526,-14.794034,2.275695,36.190779,66.183467
180.961358,81.363064,44.228772,22.894684,-43.228335,-88.963132,-79.803610,-40.046082,-5.561231,6.196546,38.219394,63.446312
196.356797,97.804221,54.019418,14.679690,-60.737603,-111.342802,-109.076346,-62.908671,-7.589511,14.119959,56.189290,89.740470
182.699936,80.136436,47.634993,21.565081,-46.263297,-94.406201,-93.014607,-48.292274,-8.470901,-0.360906,52.421023,79.774201
179.735043,65.712768,37.010858,22.578081,-42.252657,-90.725985,-87.530215,-45.487575,-12.012501,-5.629112,36.688384,70.114765
197.763161,70.296601,31.535511,31.034624,-41.294666,-98.403051,-93.293722,-46.701586,-7.427393,-17.085668,36.308362,82.509321
211.287844,58.684596,24.946696,22.264277,-58.770618,-101.593023,-111.385689,-41.260071,3.899788,-3.080182,53.271472,89.947501
220.863961,69.941002,17.107677,24.456239,-49.224670,-105.639458,-102.823759,-35.715018,16.051985,6.487545,42.947978,88.606742
293.790474,122.584321,57.365859,43.841403,-59.342148,-122.722465,-125.292033,-58.211189,9.442252,4.123032,43.637799,103.712961
306.896124,121.076028,45.149515,38.069144,-44.406933,-133.057846,-143.017555,-64.684634,-14.314507,-23.415225,28.125412,90.539844
288.020981,92.566152,18.221859,29.603503,-34.219434,-122.846361,-137.224668,-35.135613,4.779887,-22.914839,27.162379,79.573116
318.343613,107.410457,20.271584,20.387793,-48.321594,-126.873360,-133.835330,-36.557192,9.524824,-5.874398,41.155918,84.536000
375.053134,123.729679,14.418961,40.811070,-43.415866,-123.771057,-120.872911,-39.306015,7.155441,-11.752976,15.635656,71.604205
420.355006,146.728335,52.306653,83.595476,-14.844138,-119.090075,-126.329279,-58.647789,-31.788944,-28.071504,-5.504424,59.750942
425.841561,168.013391,63.005954,79.850134,-29.420638,-125.426860,-141.565747,-91.766789,-45.478909,-25.974638,-3.858959,46.912101
407.147307,141.098387,42.648135,62.663838,-51.807734,-137.840475,-129.927444,-88.578272,-41.857388,-39.924214,-7.683532,48.048492
422.280547,153.854694,42.553732,65.014389,-54.014574,-143.475574,-151.316963,-96.481770,-56.119477,-57.747152,-8.817218,65.070030
423.366274,146.448534,21.489611,50.695058,-51.360283,-141.294269,-120.283503,-58.925095,-47.469019,-54.274081,-10.972880,59.597158
489.664838,191.722498,27.719884,14.900579,-98.708397,-149.525358,-124.402462,-67.292557,-31.837396,-35.212527,-3.240468,68.489920
489.586066,190.134705,37.617497,31.832259,-85.828808,-170.564591,-147.613953,-88.014965,-44.302883,-26.352368,15.244787,66.619304
493.864646,194.848103,22.812218,48.154433,-71.697759,-180.737171,-154.903102,-88.999026,-50.437674,-33.962700,15.809796,66.298586
495.867550,189.852241,21.364824,36.233835,-63.885088,-146.473591,-126.155159,-73.842130,-63.222684,-29.649662,13.899204,40.200397
519.811574,213.060676,29.685565,28.641921,-50.308286,-127.845545,-127.020808,-59.764412,-50.629521,-51.850698,-13.698294,51.119540
581.812446,260.797417,62.989011,42.711813,-54.949117,-128.973615,-139.150527,-82.180060,-59.477283,-69.338526,-9.668199,57.974979
609.168077,281.271782,56.530489,40.138011,-37.026195,-110.561040,-95.443129,-53.568338,-50.352448,-72.588845,-22.993426,45.326638
697.822214,342.430887,51.182675,5.614522,-37.245396,-110.241818,-87.991629,-30.118362,-18.845297,-46.908649,-25.214760,56.280328
931.927879,475.677678,103.821739,1.396443,-78.610818,-128.113501,-90.892837,-2.725976,-4.674307,-67.371555,-66.869746,33.346327
1152.910935,556.416995,164.320717,81.474446,-79.236537,-160.676574,-77.598143,9.242205,-53.650905,-66.880496,-91.317336,-27.604746
1167.521353,547.004033,151.022133,78.144953,-86.382988,-163.768948,-58.737370,18.770348,-65.003278,-73.000954,-99.815280,-41.231126
1107.612722,499.688716,124.187252,67.281224,-89.867713,-164.968985,-55.731538,28.095228,-51.881404,-58.039225,-85.391373,-27.477655
921.695907,314.213637,69.606439,104.098352,-33.965967,-108.555062,-8.842586,69.895419,-26.933425,-4.037712,-45.433087,1.899871
2158.567196,471.384446,163.133019,206.889861,19.889992,-82.594623,15.524983,118.511941,-67.116993,-12.507334,-75.850156,-42.943923
27569.870174,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000
27569.870174,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000
27569.870174,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000
